Hostname,LocalIP,HostType,OSVersion,MachineDomain,OU,SiteName,Product,CVE ID,CVE Description,Status,Severity,Created Date,Closed Date,Closed Dwell Time,Base Score,CVSS Version,Vector,Vendor Advisory,References,Recommended Remediations,Remediation Details,Remediation Links,Group Names,Tags,Host ID,Exploit status value,Exploit status label,Platform,Vulnerable Product Versions,Closed Product Versions,RemediationLevel
RISE-RPTPRESQL,10.7.16.224,Server,Windows Server 2012 R2,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2020-0723,"An elevation of privilege vulnerability exists in Windows when the Win32k component fails to properly handle objects in memory, aka 'Win32k Elevation of Privilege Vulnerability'. This CVE ID is unique from CVE-2020-0691, CVE-2020-0719, CVE-2020-0720, CVE-2020-0721, CVE-2020-0722, CVE-2020-0724, CVE-2020-0725, CVE-2020-0726, CVE-2020-0731.",open,HIGH,2020-03-15T23:36:59Z,,0,7.8,3.0,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-0723,,Update Microsoft Windows Server 2012 R2,Install patch for Microsoft Windows Server 2012 R2 x64 (Server): Monthly Rollup KB5004298,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004298,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",b9731134f2d840c393e7c1f5529159b2,90,Actively used (critical),Windows,Windows Windows Server 2012 R2,,O
RISE-RPTPRESQL,10.7.16.224,Server,Windows Server 2012 R2,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2019-0731,"An elevation of privilege vulnerability exists when Windows improperly handles calls to the LUAFV driver (luafv.sys), aka 'Windows Elevation of Privilege Vulnerability'. This CVE ID is unique from CVE-2019-0730, CVE-2019-0796, CVE-2019-0805, CVE-2019-0836, CVE-2019-0841.",open,HIGH,2020-03-15T23:36:59Z,,0,7.8,3.0,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-0731,"https://www.exploit-db.com/exploits/46714/, http://packetstormsecurity.com/files/152534/Microsoft-Windows-LUAFV-Delayed-Virtualization-Cross-Process-Handle-Duplication-Privilege-Escalation.html",Update Microsoft Windows Server 2012 R2,Install patch for Microsoft Windows Server 2012 R2 x64 (Server): Monthly Rollup KB5004298,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004298,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",b9731134f2d840c393e7c1f5529159b2,90,Actively used (critical),Windows,Windows Windows Server 2012 R2,,O
RISE-RPTPRESQL,10.7.16.224,Server,Windows Server 2012 R2,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Internet Explorer,CVE-2018-8653,"A remote code execution vulnerability exists in the way that the scripting engine handles objects in memory in Internet Explorer, aka ""Scripting Engine Memory Corruption Vulnerability."" This affects Internet Explorer 9, Internet Explorer 11, Internet Explorer 10. This CVE ID is unique from CVE-2018-8643.",open,HIGH,2020-03-15T23:36:59Z,,0,7.5,3.0,CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2018-8653,http://www.securityfocus.com/bid/106255,Update Microsoft Internet Explorer,Install patch for Microsoft Internet Explorer 11 on Microsoft Windows Server 2012 R2 x64 (Server): Monthly Rollup KB5004298,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004298,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",b9731134f2d840c393e7c1f5529159b2,90,Actively used (critical),Windows,Internet Explorer 11.0.9600.19036,,O
RISE-RPTPRESQL,10.7.16.224,Server,Windows Server 2012 R2,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2020-1054,"An elevation of privilege vulnerability exists in Windows when the Windows kernel-mode driver fails to properly handle objects in memory, aka 'Win32k Elevation of Privilege Vulnerability'. This CVE ID is unique from CVE-2020-1143.",open,HIGH,2020-05-14T23:41:55Z,,0,7.8,3.0,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1054,http://packetstormsecurity.com/files/160515/Microsoft-Windows-DrawIconEx-Local-Privilege-Escalation.html,Update Microsoft Windows Server 2012 R2,Install patch for Microsoft Windows Server 2012 R2 x64 (Server): Monthly Rollup KB5004298,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004298,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",b9731134f2d840c393e7c1f5529159b2,90,Actively used (critical),Windows,Windows Windows Server 2012 R2,,O
RISE-RPTPRESQL,10.7.16.224,Server,Windows Server 2012 R2,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2019-0859,"An elevation of privilege vulnerability exists in Windows when the Win32k component fails to properly handle objects in memory, aka 'Win32k Elevation of Privilege Vulnerability'. This CVE ID is unique from CVE-2019-0685, CVE-2019-0803.",open,HIGH,2020-03-15T23:36:59Z,,0,7.8,3.0,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-0859,,Update Microsoft Windows Server 2012 R2,Install patch for Microsoft Windows Server 2012 R2 x64 (Server): Monthly Rollup KB5004298,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004298,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",b9731134f2d840c393e7c1f5529159b2,90,Actively used (critical),Windows,Windows Windows Server 2012 R2,,O
RISE-RPTPRESQL,10.7.16.224,Server,Windows Server 2012 R2,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2019-1215,"An elevation of privilege vulnerability exists in the way that ws2ifsl.sys (Winsock) handles objects in memory, aka 'Windows Elevation of Privilege Vulnerability'. This CVE ID is unique from CVE-2019-1253, CVE-2019-1278, CVE-2019-1303.",open,HIGH,2020-03-15T23:36:59Z,,0,7.8,3.0,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-1215,,Update Microsoft Windows Server 2012 R2,Install patch for Microsoft Windows Server 2012 R2 x64 (Server): Monthly Rollup KB5004298,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004298,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",b9731134f2d840c393e7c1f5529159b2,90,Actively used (critical),Windows,Windows Windows Server 2012 R2,,O
RISE-RPTPRESQL,10.7.16.224,Server,Windows Server 2012 R2,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Internet Explorer,CVE-2019-0940,"A remote code execution vulnerability exists in the way that Microsoft browsers access objects in memory, aka 'Microsoft Browser Memory Corruption Vulnerability'.",open,HIGH,2020-03-15T23:36:59Z,,0,7.5,3.0,CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-0940,,Update Microsoft Internet Explorer,Install patch for Microsoft Internet Explorer 11 on Microsoft Windows Server 2012 R2 x64 (Server): Monthly Rollup KB5004298,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004298,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",b9731134f2d840c393e7c1f5529159b2,90,Actively used (critical),Windows,Internet Explorer 11.0.9600.19036,,O
RISE-RPTPRESQL,10.7.16.224,Server,Windows Server 2012 R2,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2019-1458,"An elevation of privilege vulnerability exists in Windows when the Win32k component fails to properly handle objects in memory, aka 'Win32k Elevation of Privilege Vulnerability'.",open,HIGH,2020-03-15T23:36:59Z,,0,7.8,3.0,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-1458,"http://packetstormsecurity.com/files/156651/Microsoft-Windows-WizardOpium-Local-Privilege-Escalation.html, http://packetstormsecurity.com/files/159569/Microsoft-Windows-Uninitialized-Variable-Local-Privilege-Escalation.html",Update Microsoft Windows Server 2012 R2,Install patch for Microsoft Windows Server 2012 R2 x64 (Server): Monthly Rollup KB5004298,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004298,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",b9731134f2d840c393e7c1f5529159b2,90,Actively used (critical),Windows,Windows Windows Server 2012 R2,,O
RISE-RPTPRESQL,10.7.16.224,Server,Windows Server 2012 R2,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2018-8413,"A remote code execution vulnerability exists when ""Windows Theme API"" does not properly decompress files, aka ""Windows Theme API Remote Code Execution Vulnerability."" This affects Windows 7, Windows Server 2012 R2, Windows RT 8.1, Windows Server 2019, Windows Server 2012, Windows 8.1, Windows Server 2016, Windows Server 2008 R2, Windows 10, Windows 10 Servers.",open,HIGH,2020-03-15T23:36:59Z,,0,7.8,3.0,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2018-8413,"http://www.securitytracker.com/id/1041824, http://www.securityfocus.com/bid/105448, http://packetstormsecurity.com/files/156027/Microsoft-Windows-Theme-API-File-Parsing.html",Update Microsoft Windows Server 2012 R2,Install patch for Microsoft Windows Server 2012 R2 x64 (Server): Monthly Rollup KB5004298,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004298,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",b9731134f2d840c393e7c1f5529159b2,90,Actively used (critical),Windows,Windows Windows Server 2012 R2,,O
RISE-RPTPRESQL,10.7.16.224,Server,Windows Server 2012 R2,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2020-0731,"An elevation of privilege vulnerability exists in Windows when the Win32k component fails to properly handle objects in memory, aka 'Win32k Elevation of Privilege Vulnerability'. This CVE ID is unique from CVE-2020-0691, CVE-2020-0719, CVE-2020-0720, CVE-2020-0721, CVE-2020-0722, CVE-2020-0723, CVE-2020-0724, CVE-2020-0725, CVE-2020-0726.",open,HIGH,2020-03-15T23:36:59Z,,0,7.8,3.0,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-0731,,Update Microsoft Windows Server 2012 R2,Install patch for Microsoft Windows Server 2012 R2 x64 (Server): Monthly Rollup KB5004298,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004298,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",b9731134f2d840c393e7c1f5529159b2,90,Actively used (critical),Windows,Windows Windows Server 2012 R2,,O
RISE-RPTPRESQL,10.7.16.224,Server,Windows Server 2012 R2,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2020-0788,"An elevation of privilege vulnerability exists in Windows when the Win32k component fails to properly handle objects in memory, aka 'Win32k Elevation of Privilege Vulnerability'. This CVE ID is unique from CVE-2020-0877, CVE-2020-0887.",open,HIGH,2020-03-15T23:36:59Z,,0,7.8,3.0,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-0788,,Update Microsoft Windows Server 2012 R2,Install patch for Microsoft Windows Server 2012 R2 x64 (Server): Monthly Rollup KB5004298,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004298,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",b9731134f2d840c393e7c1f5529159b2,90,Actively used (critical),Windows,Windows Windows Server 2012 R2,,O
RISE-RPTPRESQL,10.7.16.224,Server,Windows Server 2012 R2,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Internet Explorer,CVE-2021-26419,Scripting Engine Memory Corruption Vulnerability,open,HIGH,2021-05-12T15:13:22Z,,0,7.5,3.0,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-26419,http://packetstormsecurity.com/files/162570/Internet-Explorer-jscript9.dll-Memory-Corruption.html,Update Microsoft Internet Explorer,Install patch for Microsoft Internet Explorer 11 on Microsoft Windows Server 2012 R2 x64 (Server): Monthly Rollup KB5004298,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004298,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",b9731134f2d840c393e7c1f5529159b2,90,Actively used (critical),Windows,Internet Explorer 11.0.9600.19036,,O
RISE-RPTPRESQL,10.7.16.224,Server,Windows Server 2012 R2,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Internet Explorer,CVE-2018-8631,"A remote code execution vulnerability exists when Internet Explorer improperly accesses objects in memory, aka ""Internet Explorer Memory Corruption Vulnerability."" This affects Internet Explorer 9, Internet Explorer 11, Internet Explorer 10.",open,HIGH,2020-03-15T23:36:59Z,,0,7.5,3.0,CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2018-8631,"http://www.securityfocus.com/bid/106118, https://www.exploit-db.com/exploits/46001/",Update Microsoft Internet Explorer,Install patch for Microsoft Internet Explorer 11 on Microsoft Windows Server 2012 R2 x64 (Server): Monthly Rollup KB5004298,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004298,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",b9731134f2d840c393e7c1f5529159b2,90,Actively used (critical),Windows,Internet Explorer 11.0.9600.19036,,O
RISE-RPTPRESQL,10.7.16.224,Server,Windows Server 2012 R2,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2019-0880,"A local elevation of privilege vulnerability exists in how splwow64.exe handles certain calls, aka 'Microsoft splwow64 Elevation of Privilege Vulnerability'.",open,HIGH,2020-03-15T23:36:59Z,,0,7.8,3.0,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-0880,,Update Microsoft Windows Server 2012 R2,Install patch for Microsoft Windows Server 2012 R2 x64 (Server): Monthly Rollup KB5004298,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004298,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",b9731134f2d840c393e7c1f5529159b2,90,Actively used (critical),Windows,Windows Windows Server 2012 R2,,O
RISE-RPTPRESQL,10.7.16.224,Server,Windows Server 2012 R2,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2019-1285,"An elevation of privilege vulnerability exists in Windows when the Win32k component fails to properly handle objects in memory, aka 'Win32k Elevation of Privilege Vulnerability'. This CVE ID is unique from CVE-2019-1256.",open,HIGH,2020-03-15T23:36:59Z,,0,7.8,3.0,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-1285,,Update Microsoft Windows Server 2012 R2,Install patch for Microsoft Windows Server 2012 R2 x64 (Server): Monthly Rollup KB5004298,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004298,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",b9731134f2d840c393e7c1f5529159b2,90,Actively used (critical),Windows,Windows Windows Server 2012 R2,,O
RISE-RPTPRESQL,10.7.16.224,Server,Windows Server 2012 R2,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Internet Explorer,CVE-2018-8552,"An information disclosure vulnerability exists when VBScript improperly discloses the contents of its memory, which could provide an attacker with information to further compromise the user's computer or data, aka ""Windows Scripting Engine Memory Corruption Vulnerability."" This affects Internet Explorer 9, Internet Explorer 11, Internet Explorer 10.",open,HIGH,2020-03-15T23:36:59Z,,0,7.5,3.0,CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2018-8552,"http://www.securityfocus.com/bid/105786, https://www.exploit-db.com/exploits/45924/",Update Microsoft Internet Explorer,Install patch for Microsoft Internet Explorer 11 on Microsoft Windows Server 2012 R2 x64 (Server): Monthly Rollup KB5004298,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004298,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",b9731134f2d840c393e7c1f5529159b2,90,Actively used (critical),Windows,Internet Explorer 11.0.9600.19036,,O
RISE-RPTPRESQL,10.7.16.224,Server,Windows Server 2012 R2,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2021-33771,Windows Kernel Elevation of Privilege Vulnerability,open,HIGH,2021-07-15T20:04:44Z,,0,7.8,3.0,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-33771,,Update Microsoft Windows Server 2012 R2,Install patch for Microsoft Windows Server 2012 R2 x64 (Server): Monthly Rollup KB5004298,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004298,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",b9731134f2d840c393e7c1f5529159b2,90,Actively used (critical),Windows,Windows Windows Server 2012 R2,,O
RISE-RPTPRESQL,10.7.16.224,Server,Windows Server 2012 R2,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Internet Explorer,CVE-2019-1429,"A remote code execution vulnerability exists in the way that the scripting engine handles objects in memory in Internet Explorer, aka 'Scripting Engine Memory Corruption Vulnerability'. This CVE ID is unique from CVE-2019-1426, CVE-2019-1427, CVE-2019-1428.",open,HIGH,2020-03-15T23:36:59Z,,0,7.5,3.0,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-1429,http://packetstormsecurity.com/files/155433/Microsoft-Internet-Explorer-Use-After-Free.html,Update Microsoft Internet Explorer,Install patch for Microsoft Internet Explorer 11 on Microsoft Windows Server 2012 R2 x64 (Server): Monthly Rollup KB5004298,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004298,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",b9731134f2d840c393e7c1f5529159b2,90,Actively used (critical),Windows,Internet Explorer 11.0.9600.19036,,O
RISE-RPTPRESQL,10.7.16.224,Server,Windows Server 2012 R2,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2019-0543,"An elevation of privilege vulnerability exists when Windows improperly handles authentication requests, aka ""Microsoft Windows Elevation of Privilege Vulnerability."" This affects Windows 7, Windows Server 2012 R2, Windows RT 8.1, Windows Server 2008, Windows Server 2019, Windows Server 2012, Windows 8.1, Windows Server 2016, Windows Server 2008 R2, Windows 10, Windows 10 Servers.",open,HIGH,2020-03-15T23:36:59Z,,0,7.8,3.0,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-0543,"http://www.securityfocus.com/bid/106408, https://www.exploit-db.com/exploits/46156/",Update Microsoft Windows Server 2012 R2,Install patch for Microsoft Windows Server 2012 R2 x64 (Server): Monthly Rollup KB5004298,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004298,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",b9731134f2d840c393e7c1f5529159b2,90,Actively used (critical),Windows,Windows Windows Server 2012 R2,,O
RISE-RPTPRESQL,10.7.16.224,Server,Windows Server 2012 R2,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2019-0803,"An elevation of privilege vulnerability exists in Windows when the Win32k component fails to properly handle objects in memory, aka 'Win32k Elevation of Privilege Vulnerability'. This CVE ID is unique from CVE-2019-0685, CVE-2019-0859.",open,HIGH,2020-03-15T23:36:59Z,,0,7.8,3.0,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-0803,http://packetstormsecurity.com/files/153034/Microsoft-Windows-Win32k-Privilege-Escalation.html,Update Microsoft Windows Server 2012 R2,Install patch for Microsoft Windows Server 2012 R2 x64 (Server): Monthly Rollup KB5004298,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004298,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",b9731134f2d840c393e7c1f5529159b2,90,Actively used (critical),Windows,Windows Windows Server 2012 R2,,O
RISE-RPTPRESQL,10.7.16.224,Server,Windows Server 2012 R2,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2018-8611,"An elevation of privilege vulnerability exists when the Windows kernel fails to properly handle objects in memory, aka ""Windows Kernel Elevation of Privilege Vulnerability."" This affects Windows 7, Windows Server 2012 R2, Windows RT 8.1, Windows Server 2008, Windows Server 2019, Windows Server 2012, Windows 8.1, Windows Server 2016, Windows Server 2008 R2, Windows 10, Windows 10 Servers.",open,HIGH,2020-03-15T23:36:59Z,,0,7.8,3.0,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2018-8611,http://www.securityfocus.com/bid/106082,Update Microsoft Windows Server 2012 R2,Install patch for Microsoft Windows Server 2012 R2 x64 (Server): Monthly Rollup KB5004298,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004298,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",b9731134f2d840c393e7c1f5529159b2,90,Actively used (critical),Windows,Windows Windows Server 2012 R2,,O
RISE-RPTPRESQL,10.7.16.224,Server,Windows Server 2012 R2,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2019-1405,"An elevation of privilege vulnerability exists when the Windows Universal Plug and Play (UPnP) service improperly allows COM object creation, aka 'Windows UPnP Service Elevation of Privilege Vulnerability'.",open,HIGH,2020-03-15T23:36:59Z,,0,7.8,3.0,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-1405,http://packetstormsecurity.com/files/155723/Microsoft-UPnP-Local-Privilege-Elevation.html,Update Microsoft Windows Server 2012 R2,Install patch for Microsoft Windows Server 2012 R2 x64 (Server): Monthly Rollup KB5004298,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004298,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",b9731134f2d840c393e7c1f5529159b2,90,Actively used (critical),Windows,Windows Windows Server 2012 R2,,O
RISE-RPTPRESQL,10.7.16.224,Server,Windows Server 2012 R2,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Internet Explorer,CVE-2020-0674,"A remote code execution vulnerability exists in the way that the scripting engine handles objects in memory in Internet Explorer, aka 'Scripting Engine Memory Corruption Vulnerability'. This CVE ID is unique from CVE-2020-0673, CVE-2020-0710, CVE-2020-0711, CVE-2020-0712, CVE-2020-0713, CVE-2020-0767.",open,HIGH,2020-03-15T23:36:59Z,,0,7.5,3.0,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-0674,"https://github.com/maxpl0it/CVE-2020-0674-Exploit, http://packetstormsecurity.com/files/159137/Microsoft-Internet-Explorer-11-Use-After-Free.html, http://packetstormsecurity.com/files/161309/Microsoft-Internet-Explorer-11-Use-After-Free.html, http://packetstormsecurity.com/files/162565/Microsoft-Internet-Explorer-8-11-Use-After-Free.html",Update Microsoft Internet Explorer,Install patch for Microsoft Internet Explorer 11 on Microsoft Windows Server 2012 R2 x64 (Server): Monthly Rollup KB5004298,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004298,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",b9731134f2d840c393e7c1f5529159b2,90,Actively used (critical),Windows,Internet Explorer 11.0.9600.19036,,O
RISE-RPTPRESQL,10.7.16.224,Server,Windows Server 2012 R2,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2020-0681,"A remote code execution vulnerability exists in the Windows Remote Desktop Client when a user connects to a malicious server, aka 'Remote Desktop Client Remote Code Execution Vulnerability'. This CVE ID is unique from CVE-2020-0734.",open,HIGH,2020-03-15T23:36:59Z,,0,7.5,3.0,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-0681,,Update Microsoft Windows Server 2012 R2,Install patch for Microsoft Windows Server 2012 R2 x64 (Server): Monthly Rollup KB5004298,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004298,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",b9731134f2d840c393e7c1f5529159b2,90,Actively used (critical),Windows,Windows Windows Server 2012 R2,,O
RISE-RPTPRESQL,10.7.16.224,Server,Windows Server 2012 R2,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2020-1374,"A remote code execution vulnerability exists in the Windows Remote Desktop Client when a user connects to a malicious server, aka 'Remote Desktop Client Remote Code Execution Vulnerability'.",open,HIGH,2020-07-15T19:25:00Z,,0,7.5,3.0,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1374,,Update Microsoft Windows Server 2012 R2,Install patch for Microsoft Windows Server 2012 R2 x64 (Server): Monthly Rollup KB5004298,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004298,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",b9731134f2d840c393e7c1f5529159b2,90,Actively used (critical),Windows,Windows Windows Server 2012 R2,,O
